11,99,82,100,99,100,434,109,99,546,74
11,98,143,99,98,99,724,178,98,915,128
11,99,69,100,99,100,364,93,99,491,64
11,98,163,99,98,99,822,198,98,1006,152
11,98,120,99,98,99,640,192,98,940,104
11,99,92,100,99,100,470,113,99,585,88
11,99,56,100,99,100,261,73,99,369,52
11,99,101,100,99,100,522,100,99,523,101
11,99,18,100,99,100,92,32,99,161,16
11,98,146,99,98,99,711,206,98,1068,130
11,99,60,100,99,100,297,98,99,464,52
11,99,65,100,99,100,325,96,99,473,60
11,99,60,100,99,100,310,111,99,524,53
11,99,150,99,99,99,764,154,99,766,150
11,99,124,99,99,100,634,128,99,644,125
11,99,68,100,99,99,283,128,99,477,60
11,99,55,100,99,100,269,76,99,388,49
11,98,123,99,99,99,637,176,99,887,105
11,99,69,100,99,100,377,107,99,535,64
11,99,70,100,99,100,354,109,99,538,62
11,99,100,100,99,99,503,137,99,696,92
11,99,29,100,99,100,170,48,99,236,30
11,99,36,100,99,100,163,60,99,293,30
11,99,104,100,99,99,534,131,99,665,99
11,99,67,100,99,100,358,97,99,489,58
11,99,61,100,99,100,312,100,99,501,52
11,99,92,100,99,100,483,110,99,570,90
11,99,84,100,99,99,443,151,99,734,70
11,99,85,100,99,99,262,151,99,399,74
11,99,83,100,99,100,439,113,99,580,74
11,99,71,100,99,100,367,111,99,564,62
11,99,84,100,99,100,429,109,99,568,75
11,98,137,99,98,99,727,185,98,933,127
11,99,123,99,99,99,646,158,99,812,119
11,98,161,99,98,99,819,216,98,1094,144
11,99,119,100,99,99,586,136,99,693,103
11,99,64,100,99,99,343,121,99,567,53
11,99,90,100,99,99,468,131,99,671,80
11,99,75,100,99,99,385,116,99,575,67
11,99,76,100,99,99,428,141,99,691,65
11,98,91,100,99,99,480,152,99,762,81
11,99,45,100,99,100,224,45,99,224,44
11,99,60,100,99,100,305,92,99,460,51
11,99,96,100,99,100,506,93,99,501,98
11,99,86,100,99,99,447,122,99,606,79
11,99,51,100,99,100,263,61,99,312,43
11,99,76,100,99,100,374,117,99,579,66
11,99,30,100,99,100,172,67,99,301,27
11,98,112,100,99,99,594,166,99,818,101
11,99,86,100,99,100,433,115,99,564,79
11,99,52,100,99,100,252,72,99,353,45
11,99,68,100,99,100,351,96,99,474,61
11,99,68,100,99,100,360,96,99,487,58
11,99,85,100,99,100,431,115,99,588,78
11,100,0,100,100,100,0,0,100,0,0
11,99,63,100,99,100,316,92,99,476,55
11,99,108,100,99,100,556,112,99,547,109
11,99,82,100,99,100,427,87,99,447,81
11,99,72,100,99,100,372,109,99,545,65
11,99,85,100,99,100,456,115,99,586,80
11,98,100,100,99,99,544,138,99,706,92
11,99,60,100,99,100,316,67,99,360,61
11,99,107,100,99,99,547,126,99,652,105
11,99,84,100,99,99,458,145,99,732,73
11,98,150,99,98,99,797,188,98,929,146
11,99,60,100,99,100,302,91,99,449,55
11,98,123,99,98,99,627,189,98,934,107
11,99,75,100,99,99,352,115,99,571,64
11,99,81,100,99,100,428,85,99,396,82
11,99,95,100,99,99,528,135,99,693,81
11,99,78,100,99,100,402,102,99,518,71
11,99,105,100,99,100,556,119,99,616,103
11,99,71,100,99,100,380,107,99,532,68
11,99,26,100,99,100,129,44,99,221,23
11,99,157,99,99,99,807,151,99,807,157
11,99,64,100,99,100,341,81,99,416,61
11,99,111,100,99,99,583,138,99,699,106
11,99,26,100,99,100,131,48,99,214,24
11,99,16,100,99,100,82,23,99,114,16
11,99,79,100,99,100,401,75,99,379,76
11,99,64,100,99,100,332,99,99,486,54
11,99,66,100,99,100,345,105,99,521,58
11,99,62,100,99,100,325,78,99,385,62
11,99,54,100,99,100,292,90,99,455,46
11,99,100,100,99,99,528,138,99,704,88
11,99,70,100,99,100,330,113,99,559,55
11,99,88,100,99,99,461,135,99,672,79
11,99,47,100,99,100,240,72,99,349,42
11,99,81,100,99,99,465,142,99,698,69
11,99,85,100,99,100,429,117,99,569,78
11,99,47,100,99,100,271,71,99,343,45
11,99,60,100,99,100,298,83,99,415,56
11,99,65,100,99,100,338,77,99,396,63
11,99,45,100,99,100,244,56,99,291,46
11,99,57,100,99,100,304,97,99,467,54
11,99,74,100,99,100,361,107,99,535,66
11,99,103,100,99,100,521,102,99,554,101
